"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r"
"",0.561428571428571,0.538854108038337,0.541805689044872,0.163006112445023,1.16851113157728,0.163114726478541,0.475,0.152752523165195,0.218217890235992
